Вид транспорта;Класс ТС;Транспорт;Пробег,км;Пробег по ПЛ, км;delta Пробег;delta Пробег, % (Пробег/ПЛ);Время в наряде, ч;Время ДВС, ч;Время работы по ПЛ, ч;delta Работа;delta Работа, % (ДВС/Пробег ПЛ);Факт. расход, л;Расход по ПЛ, л;delta Расход;delta Расход, % (Факт/ПЛ);Заправки, л;Заправки по ПЛ, л;delta Заправки;delta Заправки, % (Факт/ПЛ);Время ДО, ч;Работа ДО по ПЛ, ч;delta ДО;delta ДО, % (Факт/ПЛ)
Автотранспорт;Бортовой;Газ_борт_а331ее_084105;0,0;0,0;0,0;0,00000000000;72,0;0,00;0,00;0,0;0,000000000000;32,8;0,0;32,8;0,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_груз_е435ех_084809;0,0;0,0;0,0;0,00000000000;120,0;0,00;0,00;0,0;0,000000000000;0,0;0,0;0,0;0,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р556ре_081369;0,0;0,0;0,0;0,00000000000;0,0;0,00;0,00;0,0;0,000000000000;0,0;0,0;0,0;0,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р662ко_081737;0,0;0,0;0,0;0,00000000000;0,0;0,00;0,00;0,0;0,000000000000;0,0;0,0;0,0;0,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р663ко_081736;0,0;0,0;0,0;0,00000000000;0,0;0,00;0,00;0,0;0,000000000000;0,0;0,0;0,0;0,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_р397ре_081298;0,0;0,0;0,0;0,00000000000;0,0;0,00;0,00;0,0;0,000000000000;0,0;0,0;0,0;0,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_р510от_081188;0,0;0,0;0,0;0,00000000000;0,0;0,00;0,00;0,0;0,000000000000;21,4;0,0;21,4;0,0000000000000;369,2;0,0;369,2;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_р562ко_081262;0,0;0,0;0,0;0,00000000000;0,0;0,00;0,00;0,0;0,000000000000;18,9;0,0;18,9;0,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Урал_вахта_р478мс_082319;0,0;0,0;0,0;0,00000000000;0,0;0,00;0,00;0,0;0,000000000000;1,9;0,0;1,9;0,0000000000000;16,7;0,0;16,7;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_СПЕЦИАЛЬНЫЙ_м911ес_084956;11,4;5,5;5,9;-1,07440065564;54,5;0,00;36,00;-36,0;1,000000000000;0,0;84,8;-84,8;1,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_р394ре_081297;9,5;29,0;-19,5;0,67104279319;14,0;23,77;2,00;21,8;-10,883055555556;157,4;19,1;138,3;-7,2236154649948;221,8;182,6;39,3;-0,2150095864147;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р392ре_081292;32,2;29,0;3,2;-0,10982977754;26,0;10,77;15,00;-4,2;0,281981481481;59,1;10,8;48,3;-4,4772937905468;0,0;120,0;-120,0;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Шасси;Урал_АТЗ_р819нм_080961;0,0;40,0;-40,0;1,00000000000;12,0;0,00;1,00;-1,0;1,000000000000;0,0;18,3;-18,3;1,0000000000000;0,0;0,0;0,0;0,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_у423ув_168791;0,0;54,0;-54,0;1,00000000000;125,0;0,05;109,00;-109,0;0,999541284404;148,2;36,2;112,0;-3,0894039735099;192,9;321,9;-129,0;0,4008200285768;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Урал_спец_н442ку_083346;116,6;66,8;49,8;-0,74547594573;56,4;8,43;51,80;-43,4;0,837199699700;66,1;45,6;20,5;-0,4494342601526;0,0;21,6;-21,6;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_у354ув_168819;0,0;125,0;-125,0;1,00000000000;227,2;0,00;164,03;-164,0;1,000000000000;62,2;105,6;-43,4;0,4109848484848;0,0;233,1;-233,1;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_м016тх_160534;195,3;222,0;-26,7;0,12022451949;2 931,0;46,40;985,00;-938,6;0,952897631134;108,1;506,9;-398,8;0,7867387401606;160,1;658,6;-498,5;0,7568975203851;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_р726тт_159014;393,8;355,4;38,4;-0,10817028631;281,6;47,58;9,00;38,6;-4,287006172840;0,0;332,7;-332,7;1,0000000000000;0,0;329,2;-329,2;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Легковой;1TOYOTA HILUX_у817уа_083747;405,8;391,0;14,8;-0,03796840687;249,0;0,00;11,00;-11,0;1,000000000000;0,0;64,6;-64,6;1,0000000000000;0,0;60,0;-60,0;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_борт_т397ем_083270;802,2;464,0;338,2;-0,72895907604;280,0;68,16;0,00;68,2;0,000000000000;52,4;179,8;-127,4;0,7085650723026;0,0;168,0;-168,0;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_р099ум_081835;1 463,2;1 482,1;-18,9;0,01274058786;220,9;142,55;2,00;140,5;-70,272777777778;708,4;758,9;-50,5;0,0665695111876;910,3;833,4;76,9;-0,0923145597143;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р334уу_082972;1 526,0;1 523,0;3,0;-0,00195194714;273,0;106,27;71,75;34,5;-0,481099496709;58,8;774,4;-715,6;0,9240702479339;89,3;660,0;-570,7;0,8646969696970;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_вс996_084877;1 631,7;1 793,0;-161,3;0,08996247730;260,0;138,45;143,13;-4,7;0,032725896600;2,5;1 075,6;-1 073,1;0,9976758023130;258,1;1 455,0;-1 196,9;0,8226092454879;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_борт_к128тк_084880;2 267,7;2 265,0;2,7;-0,00120592366;726,0;0,02;115,12;-115,1;0,999806959124;0,0;1 446,6;-1 446,6;1,0000000000000;0,0;1 332,0;-1 332,0;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_у800ув_168790;1 857,0;2 295,0;-438,0;0,19082967345;1 292,0;274,26;476,00;-201,7;0,423813608777;183,0;2 322,1;-2 139,1;0,9211910063004;0,0;2 523,8;-2 523,8;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Егерь_борт_в473ес_084054;2 487,6;2 480,0;7,6;-0,00306656457;615,0;496,15;0,00;496,2;0,000000000000;1 054,9;1 046,3;8,6;-0,0082194399312;1 009,1;1 022,0;-12,9;0,0126223091977;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_спец_в338рк_084512;2 953,4;2 944,0;9,4;-0,00319388774;299,0;165,68;134,75;30,9;-0,229548546691;0,0;1 403,6;-1 403,6;1,0000000000000;0,0;1 417,0;-1 417,0;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_у717уа_168817;3 344,1;3 265,0;79,1;-0,02422498270;1 295,0;628,42;297,00;331,4;-1,115899738122;115,5;3 146,2;-3 030,7;0,9632893971515;0,0;3 233,1;-3 233,1;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_СПЕЦИАЛЬНЫЙ_м948кр_084959;8 944,3;3 423,2;5 521,1;-1,61284380443;688,4;262,03;210,00;52,0;-0,247752645503;1 421,6;1 994,3;-572,7;0,2871655705383;1 187,9;2 130,2;-942,3;0,4423397413328;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_т632кх_083451;279,2;4 680,0;-4 400,8;0,94034621559;984,0;33,59;799,97;-766,4;0,958005541898;60,4;3 289,3;-3 228,9;0,9816373188053;0,0;3 846,6;-3 846,6;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_р986нм_081011;3 903,2;5 231,8;-1 328,6;0,25394526038;1 686,6;644,57;561,00;83,6;-0,148970093088;0,0;4 767,2;-4 767,2;1,0000000000000;0,0;4 861,0;-4 861,0;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Егерь_борт_в199кр_084052;5 582,6;5 527,5;55,1;-0,00996051559;1 052,0;525,91;43,43;482,5;-11,108544384753;1 663,4;2 060,7;-397,3;0,1927985635949;1 659,2;1 802,0;-142,8;0,0792452830189;Нет ДО;0,0;-;-
Спецтехника;Сварочный агрегат;АДД__165774_Урал_р866тт_159221;0,0;5 858,4;-5 858,4;1,00000000000;7 616,8;5,64;1 305,60;-1 300,0;0,995683763957;0,0;13 820,7;-13 820,7;1,0000000000000;0,0;13 767,2;-13 767,2;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_у515ан_167744;5 913,8;5 950,0;-36,2;0,00608631244;2 362,0;1 120,63;669,00;451,6;-0,675089270885;193,7;5 075,0;-4 881,3;0,9618325123153;147,5;5 432,9;-5 285,4;0,9728503455829;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_у188ан_083517;6 056,5;6 014,0;42,5;-0,00706408239;1 106,0;605,00;42,33;562,7;-13,291437007874;3 086,2;3 152,6;-66,4;0,0210619805875;2 932,0;1 515,0;1 417,0;-0,9353135313531;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_у929ув_168776;6 957,3;6 902,0;55,3;-0,00800621489;2 630,0;1 668,65;524,98;1 143,7;-2,178475507159;788,9;7 073,6;-6 284,7;0,8884726306266;794,3;7 405,5;-6 611,2;0,8927420258699;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_о456рн_083440;6 101,1;7 037,0;-935,9;0,13299694896;2 479,0;874,04;830,00;44,0;-0,053064257028;869,9;4 918,7;-4 048,8;0,8231432480732;826,0;5 089,4;-4 263,4;0,8377031657707;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_борт_т438ем_083276;8 106,5;7 905,0;201,5;-0,02549215407;1 603,0;1 248,26;0,00;1 248,3;0,000000000000;2 893,2;2 873,4;19,8;-0,0068907913970;2 966,9;452,0;2 514,9;-5,5639380530973;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_т043ем_083196;7 828,3;8 023,0;-194,7;0,02426945044;2 267,0;924,54;560,00;364,5;-0,650958333333;980,0;5 761,5;-4 781,5;0,8299065874749;1 197,8;6 004,0;-4 806,2;0,8004996668887;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_к615ху716_084919;8 946,9;8 780,0;166,9;-0,01901168510;968,0;307,30;217,00;90,3;-0,416127752176;558,8;4 226,9;-3 668,1;0,8677975324414;824,1;4 287,0;-3 462,9;0,8077676696991;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_м243се_160527;8 846,5;8 965,0;-118,5;0,01322339321;3 898,0;1 474,27;716,00;758,3;-1,059030105525;3 162,2;8 350,5;-5 188,3;0,6213151818818;3 313,1;8 125,0;-4 811,9;0,5922338461538;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_у849уа_083759;9 377,7;8 991,5;386,2;-0,04295014625;2 562,5;1 292,38;499,78;792,6;-1,585871655495;2 930,4;6 990,7;-4 060,3;0,5808169092256;2 987,4;6 909,8;-3 922,4;0,5676578427322;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_у521ан_083574;9 065,4;9 030,0;35,4;-0,00391885458;3 266,0;233,93;652,00;-418,1;0,641208248125;2 127,0;7 813,3;-5 686,3;0,7277725729907;2 260,7;8 187,9;-5 927,2;0,7238957723945;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_спец_у409ан_083559;9 320,9;9 171,0;149,9;-0,01634434757;1 462,0;1 128,97;7,00;1 122,0;-160,281666666667;4 118,9;5 284,8;-1 165,9;0,2206138359068;4 057,1;3 667,0;390,1;-0,1063812380693;Нет ДО;0,0;-;-
Автотранспорт;Легковой;Уаз_фург_т166ем_083250;9 492,6;9 307,0;185,6;-0,01994515945;1 214,0;417,98;195,25;222,7;-1,140742637644;579,0;1 610,0;-1 031,0;0,6403726708075;588,5;699,0;-110,5;0,1580950200999;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_р091ум_081837;9 255,3;9 338,0;-82,7;0,00885131831;3 002,0;1 552,84;589,00;963,8;-1,636405866818;1 688,2;7 333,9;-5 645,7;0,7698074411020;1 737,3;7 622,8;-5 885,5;0,7720901249549;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_вс994_084876;8 430,1;9 345,8;-915,7;0,09797625240;3 053,2;1 250,23;661,00;589,2;-0,891425869894;1 961,9;6 956,2;-4 994,3;0,7179639930054;1 776,1;7 326,4;-5 550,3;0,7575753439616;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_р869тт_159220;9 088,2;9 367,0;-278,8;0,02976269520;3 177,0;1 648,09;467,00;1 181,1;-2,529107185344;2 090,2;9 434,1;-7 343,9;0,7784425044413;2 168,7;9 574,0;-7 405,3;0,7734793126355;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р638уо_083659;9 541,2;9 693,0;-151,8;0,01565924894;1 085,0;672,98;137,77;535,2;-3,884950399226;2 335,3;4 403,9;-2 068,6;0,4697200208906;2 204,9;2 787,0;-582,1;0,2088625762469;Нет ДО;0,0;-;-
Автотранспорт;Лаборатория;Урал_лаб-ия_р724тт_159011;12 518,6;10 533,0;1 985,6;-0,18851056433;2 508,0;1 222,83;492,00;730,8;-1,485435298103;1 832,6;8 218,5;-6 385,9;0,7770163557031;1 741,6;8 357,2;-6 615,6;0,7916038462827;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_спец_у402ан_083557;11 006,6;10 709,0;297,6;-0,02779145074;1 094,0;832,55;157,75;674,8;-4,277684451488;1 885,9;5 274,9;-3 389,0;0,6424732456847;1 815,8;4 745,0;-2 929,2;0,6173234984194;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р335уу_082971;10 743,2;10 736,0;7,2;-0,00066720448;1 198,0;318,03;0,00;318,0;0,000000000000;4 491,2;4 490,6;0,6;-0,0001336124349;4 435,5;1 711,0;2 724,5;-1,5923436586791;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_вс995_084878;11 410,5;11 535,0;-124,5;0,01079491259;3 334,0;1 312,08;495,00;817,1;-1,650672278339;2 447,5;7 786,1;-5 338,6;0,6856561598549;3 160,8;8 033,6;-4 872,8;0,6065500308083;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_спец_е723еа_084059;11 267,6;11 671,0;-403,4;0,03456314880;1 789,0;1 311,65;203,67;1 108,0;-5,440195035461;3 687,0;8 106,6;-4 419,6;0,5451837213519;3 543,1;6 772,0;-3 228,9;0,4768015357354;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_у003ан_083495;11 904,9;12 004,0;-99,1;0,00825943203;1 221,0;930,67;243,25;687,4;-2,825971223022;1 891,3;5 667,3;-3 776,0;0,6662802413129;1 952,3;5 187,0;-3 234,7;0,6236167341431;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_у095ан_083504;12 274,5;12 184,0;90,5;-0,00742558079;1 535,0;982,92;210,18;772,7;-3,676498030820;3 115,0;5 935,3;-2 820,3;0,4751739591933;3 039,6;4 872,0;-1 832,4;0,3761083743842;Нет ДО;0,0;-;-
Автотранспорт;Автобус;КамАЗ_у328ув_083742;11 696,2;12 284,8;-588,6;0,04791414157;1 906,4;826,28;501,00;325,3;-0,649251497006;201,5;6 919,7;-6 718,2;0,9708801731409;0,0;6 925,2;-6 925,2;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р558ре_081368;12 259,2;13 334,0;-1 074,8;0,08060754211;2 737,0;1 723,25;213,52;1 509,7;-7,070814144095;4 930,9;9 605,1;-4 674,2;0,4866346349056;5 002,0;7 634,0;-2 632,0;0,3447733822374;Нет ДО;0,0;-;-
Автотранспорт;Автобус;КамАЗ_вахта_м122хн_085058;11 991,1;14 365,0;-2 373,9;0,16525675234;2 454,8;1 531,62;641,00;890,6;-1,389416276651;1 136,5;8 347,1;-7 210,6;0,8638453631549;673,4;8 379,9;-7 706,5;0,9196414187587;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_груз_е216ех_084805;14 724,0;14 664,0;60,0;-0,00409315832;1 969,0;1 810,04;195,78;1 614,3;-8,245098039216;2 517,7;4 880,0;-2 362,3;0,4840778688525;2 506,8;3 902,0;-1 395,2;0,3575602255254;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_м195хн_085056;16 542,2;14 788,3;1 753,9;-0,11859895917;3 020,7;1 886,22;520,00;1 366,2;-2,627348824786;3 476,8;9 989,9;-6 513,1;0,6519668457865;3 524,6;10 303,6;-6 779,0;0,6579251481626;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_борт_к311тк_084882;15 678,1;14 826,0;852,1;-0,05747569680;1 917,0;1 443,78;132,33;1 311,4;-9,910144836272;3 088,0;4 984,8;-1 896,8;0,3805167709838;3 046,9;3 562,0;-515,1;0,1446097697923;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_АВТОБУС_м254хн_085057;14 114,5;14 870,1;-755,6;0,05081263554;2 474,9;1 791,56;429,00;1 362,6;-3,176126003626;2 197,7;9 304,8;-7 107,1;0,7638113456961;1 581,9;9 248,7;-7 666,8;0,8289589597193;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_агп_е935км_084068;15 042,2;14 892,0;150,2;-0,01008532856;2 161,0;1 713,78;196,83;1 516,9;-7,706764041773;5 634,7;10 273,6;-4 638,9;0,4515349079873;5 378,7;7 499,0;-2 120,3;0,2827443659155;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_борт_к755ху_084899;15 109,9;15 130,5;-20,6;0,00136126971;2 713,0;2 368,25;192,22;2 176,0;-11,320715916645;3 804,6;5 358,6;-1 554,0;0,2899971447606;3 872,9;3 199,0;673,9;-0,2106595811191;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;КАМАЗ_агп_к839хс_084929;16 230,5;16 177,0;53,5;-0,00330908555;2 168,0;1 756,98;205,82;1 551,2;-7,536649391314;5 364,7;10 708,4;-5 343,7;0,4990194613574;5 145,1;8 050,0;-2 904,9;0,3608571428571;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_БОРТОВОЙ_к678хс_084909;14 294,2;16 614,0;-2 319,8;0,13962654622;1 817,4;740,02;602,83;137,2;-0,227577642614;0,0;7 360,4;-7 360,4;1,0000000000000;0,0;7 250,4;-7 250,4;1,0000000000000;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Камаз_борт_р473ко_081713;16 554,6;16 811,0;-256,4;0,01525013686;2 793,0;881,87;1 031,00;-149,1;0,144644897079;1 566,8;9 060,8;-7 494,0;0,8270790957521;1 907,2;9 430,6;-7 523,4;0,7977642944548;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_у143ан_083520;17 802,7;17 721,0;81,7;-0,00461044475;2 094,0;1 506,11;216,67;1 289,4;-5,951271794872;4 558,6;8 474,8;-3 916,2;0,4620994005758;4 407,2;6 650,0;-2 242,8;0,3372631578947;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_груз_е264ех_084818;18 053,2;17 862,0;191,2;-0,01070598419;2 604,0;2 126,04;208,98;1 917,1;-9,173242151155;3 484,4;5 863,9;-2 379,5;0,4057849167870;3 395,3;4 666,0;-1 270,7;0,2723317616802;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_агп_в670ух_084674;17 885,0;17 901,0;-16,0;0,00089438568;2 314,0;1 925,75;174,92;1 750,8;-10,009547403526;6 610,4;11 561,4;-4 951,0;0,4282353348210;6 442,5;8 310,0;-1 867,5;0,2247292418773;Нет ДО;0,0;-;-
Автотранспорт;Легковой;УАЗ Пикап_легк_е231он_084844;19 030,8;18 585,0;445,8;-0,02398458584;1 407,0;696,45;0,00;696,4;0,000000000000;976,8;3 269,1;-2 292,3;0,7012058217146;951,5;2 148,9;-1 197,4;0,5572153194658;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_борт_к906ху_084924;18 689,5;18 722,0;-32,5;0,00173739260;2 346,0;1 698,00;171,60;1 526,4;-8,895095182595;3 488,6;5 664,3;-2 175,7;0,3841096548218;3 476,8;4 349,0;-872,2;0,2005518510002;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_борт_к039тк_084881;19 718,9;18 873,0;845,9;-0,04481810522;2 362,0;1 783,00;228,13;1 554,9;-6,815608562244;2 928,3;5 286,4;-2 358,1;0,4460691585956;2 803,7;3 871,0;-1 067,3;0,2757168690261;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_спец_м332ур_085038;18 284,6;19 367,0;-1 082,4;0,05588713740;2 733,6;902,86;690,00;212,9;-0,308498389694;1 257,7;9 305,6;-8 047,9;0,8648447923460;1 540,2;9 824,3;-8 284,1;0,8432259502684;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Газ_борт_к767ху_084898;19 891,5;19 655,0;236,5;-0,01203150305;3 823,0;3 379,29;222,03;3 157,3;-14,219728018816;4 970,2;7 686,2;-2 716,0;0,3533605682912;4 971,8;5 586,0;-614,2;0,1099534550662;Нет ДО;0,0;-;-
Автотранспорт;Бортовой;Егерь_борт_в687аа_084048;20 388,6;20 319,0;69,6;-0,00342438888;4 025,0;2 886,03;224,10;2 661,9;-11,878326887798;4 708,0;7 440,6;-2 732,6;0,3672553288713;4 706,4;5 392,0;-685,6;0,1271513353116;Нет ДО;0,0;-;-
Автотранспорт;Автобус;Камаз_вахта_р567хр_081949;20 529,8;20 434,0;95,8;-0,00468706774;1 785,0;538,91;258,30;280,6;-1,086388566267;3 781,6;9 234,3;-5 452,7;0,5904833068018;3 694,1;6 971,0;-3 276,9;0,4700760292641;Нет ДО;0,0;-;-
Автотранспорт;Автомобиль специальный;Камаз_спец_м254ур_085039;22 274,4;23 667,0;-1 392,6;0,05884125245;2 908,0;1 086,18;690,00;396,2;-0,574171497585;1 800,5;10 453,5;-8 653,0;0,8277603779036;2 252,3;10 908,0;-8 655,7;0,7935177613413;Нет ДО;0,0;-;-
Автотранспорт;Легковой;Уаз Пикап_легк_е762ех_084801;25 026,8;25 034,0;-7,2;0,00028912240;2 490,0;1 572,69;378,47;1 194,2;-3,155433474253;3 585,4;5 066,6;-1 481,2;0,2923389683315;3 465,7;3 667,0;-201,3;0,0548950095446;Нет ДО;0,0;-;-
Автотранспорт;Легковой;Уаз__легк_у288ан_083546;25 660,4;25 881,0;-220,6;0,00852457348;1 949,0;763,55;303,13;460,4;-1,518854006305;62,6;4 234,7;-4 172,1;0,9852174405864;63,9;3 408,0;-3 344,1;0,9812500000000;Нет ДО;0,0;-;-
Автотранспорт;Скорая помощь;Газель_спец_е696ех_084808;29 781,1;31 020,0;-1 238,9;0,03993777516;1 616,0;818,57;117,35;701,2;-5,975420158121;2 681,7;3 838,5;-1 156,8;0,3013713618791;2 705,5;2 313,2;392,3;-0,1695716830074;Нет ДО;0,0;-;-
